[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3047188499.mod line: 7
[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3375256356.mod line: 6
[20:13:22][no_game_date][persistent.cpp:66]: Error: "Unexpected token: thumbnail.png, near line: 8" in file: "mod/ugc_3585920882.mod" near line: 8
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'ZAM' in events/TFV_South_Africa.txt line : 137
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: ZAM, near line: 137" in file: "events/TFV_South_Africa.txt" near line: 138
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'ZAM' in events/TFV_South_Africa.txt line : 144
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: ZAM, near line: 144" in file: "events/TFV_South_Africa.txt" near line: 148
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'MLW' in events/TFV_South_Africa.txt line : 153
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MLW, near line: 153" in file: "events/TFV_South_Africa.txt" near line: 154
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'MLW' in events/TFV_South_Africa.txt line : 159
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MLW, near line: 159" in file: "events/TFV_South_Africa.txt" near line: 163
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'TZN' in events/TFV_South_Africa.txt line : 168
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: TZN, near line: 168" in file: "events/TFV_South_Africa.txt" near line: 169
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'TZN' in events/TFV_South_Africa.txt line : 174
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: TZN, near line: 174" in file: "events/TFV_South_Africa.txt" near line: 178
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'UGA' in events/TFV_South_Africa.txt line : 201
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: UGA, near line: 201" in file: "events/TFV_South_Africa.txt" near line: 202
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'UGA' in events/TFV_South_Africa.txt line : 207
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: UGA, near line: 207" in file: "events/TFV_South_Africa.txt" near line: 211
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'ZAM' in events/TFV_South_Africa.txt line : 265
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: ZAM, near line: 265" in file: "events/TFV_South_Africa.txt" near line: 266
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'MLW' in events/TFV_South_Africa.txt line : 274
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MLW, near line: 274" in file: "events/TFV_South_Africa.txt" near line: 275
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'TZN' in events/TFV_South_Africa.txt line : 283
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: TZN, near line: 283" in file: "events/TFV_South_Africa.txt" near line: 284
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'UGA' in events/TFV_South_Africa.txt line : 301
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: UGA, near line: 301" in file: "events/TFV_South_Africa.txt" near line: 302
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MAD' in events/TFV_South_Africa.txt line : 1651
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MAD, near line: 1651" in file: "events/TFV_South_Africa.txt" near line: 1664
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MAD' in events/TFV_South_Africa.txt line : 1673
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MAD, near line: 1673" in file: "events/TFV_South_Africa.txt" near line: 1696
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'ZAM' in events/TFV_South_Africa.txt line : 1769
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: ZAM, near line: 1769" in file: "events/TFV_South_Africa.txt" near line: 1786
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'ZAM' in events/TFV_South_Africa.txt line : 1795
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: ZAM, near line: 1795" in file: "events/TFV_South_Africa.txt" near line: 1822
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MLW' in events/TFV_South_Africa.txt line : 1840
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MLW, near line: 1840" in file: "events/TFV_South_Africa.txt" near line: 1849
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MLW' in events/TFV_South_Africa.txt line : 1858
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MLW, near line: 1858" in file: "events/TFV_South_Africa.txt" near line: 1877
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'TZN' in events/TFV_South_Africa.txt line : 1895
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: TZN, near line: 1895" in file: "events/TFV_South_Africa.txt" near line: 1904
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'TZN' in events/TFV_South_Africa.txt line : 1913
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: TZN, near line: 1913" in file: "events/TFV_South_Africa.txt" near line: 1932
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'UGA' in events/TFV_South_Africa.txt line : 1950
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: UGA, near line: 1950" in file: "events/TFV_South_Africa.txt" near line: 1959
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'UGA' in events/TFV_South_Africa.txt line : 1968
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: UGA, near line: 1968" in file: "events/TFV_South_Africa.txt" near line: 1987
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SUD' in events/TFV_South_Africa.txt line : 2005
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SUD, near line: 2005" in file: "events/TFV_South_Africa.txt" near line: 2028
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SUD' in events/TFV_South_Africa.txt line : 2037
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SUD, near line: 2037" in file: "events/TFV_South_Africa.txt" near line: 2070
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'ERI' in events/TFV_South_Africa.txt line : 2171
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: ERI, near line: 2171" in file: "events/TFV_South_Africa.txt" near line: 2180
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'ERI' in events/TFV_South_Africa.txt line : 2189
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: ERI, near line: 2189" in file: "events/TFV_South_Africa.txt" near line: 2208
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'DJI' in events/TFV_South_Africa.txt line : 2281
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: DJI, near line: 2281" in file: "events/TFV_South_Africa.txt" near line: 2290
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'DJI' in events/TFV_South_Africa.txt line : 2299
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: DJI, near line: 2299" in file: "events/TFV_South_Africa.txt" near line: 2318
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SOM' in events/TFV_South_Africa.txt line : 2336
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SOM, near line: 2336" in file: "events/TFV_South_Africa.txt" near line: 2347
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SOM' in events/TFV_South_Africa.txt line : 2356
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SOM, near line: 2356" in file: "events/TFV_South_Africa.txt" near line: 2377
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RWA' in events/TFV_South_Africa.txt line : 2395
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RWA, near line: 2395" in file: "events/TFV_South_Africa.txt" near line: 2404
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RWA' in events/TFV_South_Africa.txt line : 2413
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RWA, near line: 2413" in file: "events/TFV_South_Africa.txt" near line: 2432
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'BRD' in events/TFV_South_Africa.txt line : 2450
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: BRD, near line: 2450" in file: "events/TFV_South_Africa.txt" near line: 2459
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'BRD' in events/TFV_South_Africa.txt line : 2468
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: BRD, near line: 2468" in file: "events/TFV_South_Africa.txt" near line: 2487
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RCG' in events/TFV_South_Africa.txt line : 2505
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RCG, near line: 2505" in file: "events/TFV_South_Africa.txt" near line: 2514
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RCG' in events/TFV_South_Africa.txt line : 2523
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RCG, near line: 2523" in file: "events/TFV_South_Africa.txt" near line: 2542
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GAB' in events/TFV_South_Africa.txt line : 2560
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GAB, near line: 2560" in file: "events/TFV_South_Africa.txt" near line: 2569
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GAB' in events/TFV_South_Africa.txt line : 2578
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GAB, near line: 2578" in file: "events/TFV_South_Africa.txt" near line: 2597
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'EQG' in events/TFV_South_Africa.txt line : 2615
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: EQG, near line: 2615" in file: "events/TFV_South_Africa.txt" near line: 2624
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'EQG' in events/TFV_South_Africa.txt line : 2633
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: EQG, near line: 2633" in file: "events/TFV_South_Africa.txt" near line: 2652
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'CMR' in events/TFV_South_Africa.txt line : 2670
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: CMR, near line: 2670" in file: "events/TFV_South_Africa.txt" near line: 2679
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'CMR' in events/TFV_South_Africa.txt line : 2688
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: CMR, near line: 2688" in file: "events/TFV_South_Africa.txt" near line: 2707
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'CAR' in events/TFV_South_Africa.txt line : 2725
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: CAR, near line: 2725" in file: "events/TFV_South_Africa.txt" near line: 2734
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'CAR' in events/TFV_South_Africa.txt line : 2743
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: CAR, near line: 2743" in file: "events/TFV_South_Africa.txt" near line: 2762
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'CHA' in events/TFV_South_Africa.txt line : 2780
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: CHA, near line: 2780" in file: "events/TFV_South_Africa.txt" near line: 2791
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'CHA' in events/TFV_South_Africa.txt line : 2800
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: CHA, near line: 2800" in file: "events/TFV_South_Africa.txt" near line: 2821
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'NGA' in events/TFV_South_Africa.txt line : 2839
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: NGA, near line: 2839" in file: "events/TFV_South_Africa.txt" near line: 2854
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'NGA' in events/TFV_South_Africa.txt line : 2863
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: NGA, near line: 2863" in file: "events/TFV_South_Africa.txt" near line: 2888
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'NGR' in events/TFV_South_Africa.txt line : 2906
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: NGR, near line: 2906" in file: "events/TFV_South_Africa.txt" near line: 2917
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'NGR' in events/TFV_South_Africa.txt line : 2926
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: NGR, near line: 2926" in file: "events/TFV_South_Africa.txt" near line: 2947
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'DAH' in events/TFV_South_Africa.txt line : 2965
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: DAH, near line: 2965" in file: "events/TFV_South_Africa.txt" near line: 2974
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'DAH' in events/TFV_South_Africa.txt line : 2983
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: DAH, near line: 2983" in file: "events/TFV_South_Africa.txt" near line: 3002
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'TOG' in events/TFV_South_Africa.txt line : 3020
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: TOG, near line: 3020" in file: "events/TFV_South_Africa.txt" near line: 3029
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'TOG' in events/TFV_South_Africa.txt line : 3038
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: TOG, near line: 3038" in file: "events/TFV_South_Africa.txt" near line: 3057
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GHA' in events/TFV_South_Africa.txt line : 3075
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GHA, near line: 3075" in file: "events/TFV_South_Africa.txt" near line: 3084
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GHA' in events/TFV_South_Africa.txt line : 3093
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GHA, near line: 3093" in file: "events/TFV_South_Africa.txt" near line: 3112
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'IVO' in events/TFV_South_Africa.txt line : 3130
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: IVO, near line: 3130" in file: "events/TFV_South_Africa.txt" near line: 3139
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'IVO' in events/TFV_South_Africa.txt line : 3148
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: IVO, near line: 3148" in file: "events/TFV_South_Africa.txt" near line: 3167
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'VOL' in events/TFV_South_Africa.txt line : 3185
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: VOL, near line: 3185" in file: "events/TFV_South_Africa.txt" near line: 3194
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'VOL' in events/TFV_South_Africa.txt line : 3203
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: VOL, near line: 3203" in file: "events/TFV_South_Africa.txt" near line: 3222
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MLI' in events/TFV_South_Africa.txt line : 3240
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MLI, near line: 3240" in file: "events/TFV_South_Africa.txt" near line: 3255
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MLI' in events/TFV_South_Africa.txt line : 3264
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MLI, near line: 3264" in file: "events/TFV_South_Africa.txt" near line: 3289
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SIE' in events/TFV_South_Africa.txt line : 3307
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SIE, near line: 3307" in file: "events/TFV_South_Africa.txt" near line: 3316
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SIE' in events/TFV_South_Africa.txt line : 3325
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SIE, near line: 3325" in file: "events/TFV_South_Africa.txt" near line: 3344
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GNA' in events/TFV_South_Africa.txt line : 3362
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GNA, near line: 3362" in file: "events/TFV_South_Africa.txt" near line: 3371
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GNA' in events/TFV_South_Africa.txt line : 3380
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GNA, near line: 3380" in file: "events/TFV_South_Africa.txt" near line: 3399
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GNB' in events/TFV_South_Africa.txt line : 3417
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GNB, near line: 3417" in file: "events/TFV_South_Africa.txt" near line: 3426
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GNB' in events/TFV_South_Africa.txt line : 3435
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GNB, near line: 3435" in file: "events/TFV_South_Africa.txt" near line: 3454
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SEN' in events/TFV_South_Africa.txt line : 3472
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SEN, near line: 3472" in file: "events/TFV_South_Africa.txt" near line: 3481
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'SEN' in events/TFV_South_Africa.txt line : 3490
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: SEN, near line: 3490" in file: "events/TFV_South_Africa.txt" near line: 3509
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GAM' in events/TFV_South_Africa.txt line : 3527
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GAM, near line: 3527" in file: "events/TFV_South_Africa.txt" near line: 3536
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'GAM' in events/TFV_South_Africa.txt line : 3545
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: GAM, near line: 3545" in file: "events/TFV_South_Africa.txt" near line: 3564
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MRT' in events/TFV_South_Africa.txt line : 3637
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MRT, near line: 3637" in file: "events/TFV_South_Africa.txt" near line: 3648
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MRT' in events/TFV_South_Africa.txt line : 3657
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MRT, near line: 3657" in file: "events/TFV_South_Africa.txt" near line: 3678
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'WES' in events/TFV_South_Africa.txt line : 3696
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: WES, near line: 3696" in file: "events/TFV_South_Africa.txt" near line: 3705
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'WES' in events/TFV_South_Africa.txt line : 3714
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: WES, near line: 3714" in file: "events/TFV_South_Africa.txt" near line: 3733
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'ALG' in events/TFV_South_Africa.txt line : 3751
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: ALG, near line: 3751" in file: "events/TFV_South_Africa.txt" near line: 3766
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'ALG' in events/TFV_South_Africa.txt line : 3775
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: ALG, near line: 3775" in file: "events/TFV_South_Africa.txt" near line: 3800
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MOR' in events/TFV_South_Africa.txt line : 3818
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MOR, near line: 3818" in file: "events/TFV_South_Africa.txt" near line: 3833
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'MOR' in events/TFV_South_Africa.txt line : 3842
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: MOR, near line: 3842" in file: "events/TFV_South_Africa.txt" near line: 3867
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'TUN' in events/TFV_South_Africa.txt line : 3885
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: TUN, near line: 3885" in file: "events/TFV_South_Africa.txt" near line: 3896
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'TUN' in events/TFV_South_Africa.txt line : 3905
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: TUN, near line: 3905" in file: "events/TFV_South_Africa.txt" near line: 3926
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RAP' in events/TOA_Chile.txt line : 5028
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RAP, near line: 5028" in file: "events/TOA_Chile.txt" near line: 5031
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RAP' in events/TOA_Chile.txt line : 5038
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RAP, near line: 5038" in file: "events/TOA_Chile.txt" near line: 5042
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RAP' in events/TOA_Chile.txt line : 5053
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RAP, near line: 5053" in file: "events/TOA_Chile.txt" near line: 5079
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RAP' in events/TOA_Chile.txt line : 5103
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RAP, near line: 5103" in file: "events/TOA_Chile.txt" near line: 5108
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RAP' in events/TOA_Chile.txt line : 5116
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RAP, near line: 5116" in file: "events/TOA_Chile.txt" near line: 5120
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RAP' in events/TOA_Chile.txt line : 5131
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RAP, near line: 5131" in file: "events/TOA_Chile.txt" near line: 5157
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RAP' in events/TOA_Chile.txt line : 5189
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RAP, near line: 5189" in file: "events/TOA_Chile.txt" near line: 5192
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RAP' in events/TOA_Chile.txt line : 5199
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RAP, near line: 5199" in file: "events/TOA_Chile.txt" near line: 5203
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RAP' in events/TOA_Chile.txt line : 5214
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RAP, near line: 5214" in file: "events/TOA_Chile.txt" near line: 5246
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RAP' in events/TOA_Chile.txt line : 5265
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RAP, near line: 5265" in file: "events/TOA_Chile.txt" near line: 5267
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: RNG, near line: 1036" in file: "events/TSR_Manchukuo.txt" near line: 1038
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: RNG, near line: 1074" in file: "events/TSR_Manchukuo.txt" near line: 1076
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in events/WTT_China.txt line : 1026
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: XIC, near line: 1026" in file: "events/WTT_China.txt" near line: 1029
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'XIC' in events/WTT_China.txt line : 1030
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: XIC, near line: 1030" in file: "events/WTT_China.txt" near line: 1036
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in events/WTT_China.txt line : 1504
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: XIC, near line: 1504" in file: "events/WTT_China.txt" near line: 1507
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'XIC' in events/WTT_China.txt line : 1508
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: XIC, near line: 1508" in file: "events/WTT_China.txt" near line: 1514
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RNG' in events/WTT_Japan.txt line : 1935
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RNG, near line: 1935" in file: "events/WTT_Japan.txt" near line: 1939
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: RNG, near line: 1942" in file: "events/WTT_Japan.txt" near line: 1944
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: XIC, near line: 2088" in file: "events/WTT_Japan.txt" near line: 2090
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: XIC, near line: 2093" in file: "events/WTT_Japan.txt" near line: 2095
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: XIC, near line: 2098" in file: "events/WTT_Japan.txt" near line: 2100
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: SND, near line: 2102" in file: "events/WTT_Japan.txt" near line: 2104
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: SND, near line: 2107" in file: "events/WTT_Japan.txt" near line: 2109
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: SND, near line: 2112" in file: "events/WTT_Japan.txt" near line: 2114
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: GDC, near line: 2116" in file: "events/WTT_Japan.txt" near line: 2118
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: GDC, near line: 2121" in file: "events/WTT_Japan.txt" near line: 2123
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: GDC, near line: 2126" in file: "events/WTT_Japan.txt" near line: 2128
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: SIC, near line: 2130" in file: "events/WTT_Japan.txt" near line: 2132
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: SIC, near line: 2135" in file: "events/WTT_Japan.txt" near line: 2137
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: SIC, near line: 2140" in file: "events/WTT_Japan.txt" near line: 2142
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: KHM, near line: 2144" in file: "events/WTT_Japan.txt" near line: 2146
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: KHM, near line: 2149" in file: "events/WTT_Japan.txt" near line: 2151
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: KHM, near line: 2154" in file: "events/WTT_Japan.txt" near line: 2156
